suid,capturetime,headline,all_topics,all_people,flagged_people_ids,flagged_people_keys,score,relevant,autolabeler_id,predicted_label,predicted_label_confidence
NKPGPL6S972F,2015-03-04T20:53:46.041+00:00,*LEW SAYS HE DOESN'T PREDICT WHEN FED WILL RAISE RATES,ACEXCLUDE;BFWFI;BFWFX;BFWRATE;BGOVBILLGO;BIZNEWS;BNK;BON;BONDWIRES;BUD;BUSINESS;CBRATES;CECO;CEN;CMDGLOMAC;CNG;COS;ECO;EQUITYKEY;FED;FIN;FINMIN;FINNEWS;FLASHG7;FRX;FXKEY;G7ECOS;GBN;GLOBALMACR;GOV;GOVMISC;HEADS;MARKETS;MMK;MONETARY;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;TRE;US;USECO;USGOV;UST;AGRKEY;BGOVCODES;CBM;CMDKEY;CREDITKEY;DC;DEBTKEY;FIALL;FIASST;FIRSTWORD;FISUB;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;METALKEY;MISC;MTGEKEY;NOB;NRGKEY;OILKEY;POLIRISK;RATESKEY;SPREGIONS;USB;WORLD,1727373;1795692,1727373,lew,0,1,b558d1274a7646c4b90376f14cead4db,1,0.9
P325OX6TTDS0,2018-01-24T11:38:57.386+00:00,*ROGOFF: THERE 'COULD BE LOT OF TENSION' BETWEEN TRUMP AND FED,CECO;FINNEWS;NORTHAM;GOV;US;BIZNEWS;GOVMISC;G7ECOS;BUSINESS;HEADS;DAVOS;CEN;RIF;ECO;FED;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;USGOV;RATESKEY;CECO;FLASHG7;CONEWS;OILKEY;FINNEWS;NORTHAM;GLOBALMACR;G10MEMB;SPREGIONS;EQUITYKEY;WORLD;GOV;US;BIZNEWS;DEBTKEY;METALKEY;BGOVCODES;GOVMISC;RUNEWS;G7ECOS;BUSINESS;REGIONFILT;NRGKEY;FIASST;HEADS;DAVOS;G7MEMB;CMDGLOMAC;BROKERLITE;DEVECO;CEN;FXKEY;RIF;MISC;SRCRANK1;BGOVBILLGO;BZNEWS;CREDITKEY;CMDKEY;ECO;FIALL;POLIRISK;DC;FED;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;G8;USGOV;AGRKEY;BONDWIRES,2038091;4132764;1252249,1252249,trump1,-9999,0,3c26ecd4c7e5419ca7832b81eb7d9e75,2,0.9
R2ZKUJDWRGG0,2021-11-22T18:32:43.217+00:00,*BIDEN: IMPORTANT THAT FED LEADERS HAVE BROAD BIPARTISAN SUPPORT,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;BFWGOV;GOV;US;USECO;EXE;GOVMISC;CEN;RIF;BFWDC;CECO;ECO;MSCINAMER;FINNEWS;FED;FIRSTWORD;BFW;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;G7ECOS;FIALL;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BFWDC;BROKERLITE;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;RATESKEY;FIASST,13387985;15046536;6578401,13387985,biden,0,1,7c2836fd6594448db1c9ee75cbbce8ee,0,0.9
R2BUZ5T1UM0Z,2021-11-09T23:09:05.998+00:00,*YELLEN SAYS FED WON'T ALLOW 1970S STYLE INFLATION COMING AGAIN,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;GOV;US;USECO;GOVMISC;RIF;TRE;CECO;ECO;MSCINAMER;FINNEWS;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;6221366,1442491,yellen,1,1,7db8c8b62ba44b638023a349766088a1,1,1.0
R098VRDWLU6P,2021-09-30T16:09:27.693+00:00,*YELLEN:WILL ENSURE BIDEN HAS DIVERSE CANDIDATES TO PICK FOR FED,BIZNEWS;CNG;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;MARKETS;GOV;US;EQUALITY;BLM;USECO;GOVMISC;RIF;FRX;RCE;CECO;ECO;MSCINAMER;FINNEWS;BON;GBN;METALKEY;BIZNEWS;CNG;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;G7ECOS;FIALL;MARKETS;GOV;US;EQUALITY;CREDITKEY;EQUITYKEY;BLM;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BROKERLITE;ESGRES;FRX;RCE;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;DIVERSITY;BON;G8;RATESKEY;GBN;FIASST,1442491;15046536;18866274,1442491,yellen,-9999,0,755ed3e12f0841288b7c2b5f39780308,-9999,1.0
PM7F5YT0AFB4,2019-01-31T16:29:58.426+00:00,*TRUMP IS SAID TO CONSIDER HERMAN CAIN FOR FEDERAL RESERVE BOARD,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;BFWGOV;GOV;US;USECO;EXE;GOVMISC;CEN;RIF;BFWDC;CECO;ECO;MSCINAMER;FINNEWS;FED;FIRSTWORD;BFW;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;G7ECOS;FIALL;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;ANON;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BFWDC;BROKERLITE;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;SAIDTO;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;RATESKEY;FIASST,1252249;17946588;692882,1252249,trump1,-9999,0,a7e0fdc3d38041b695573e6aadf1b2a2,-9999,1.0
KQFLJS1A1I4L,2009-09-23T15:55:05.226+00:00,*GEITHNER SAYS FED HAS GOOD RECORD CONTAINING INFLATION,BNALL;BNK;BNSTAFF;BON;BUSINESS;CECO;CEN;CNG;COS;CRUNCH;ECO;ECOINDIC;FED;FEDSPEAK;FIALL;FIASST;FIN;FINMIN;FLASHG7;FRX;G10MEMB;G7ECOS;G7MEMB;G8;GEN;GOV;GOVMISC;HEADS;INDUSTRIES;INF;INTERNAL;MARKETS;MISC;MMK;MSCINAMER;MSCIWORLD;NORTHAM;POLNEWS;RIF;RULES;SPREGIONS;TARP;TRE;US;USECO;USGOV;WASHNEWS;WORLD,1645812;1867829,1645812,geithner,1,1,4a7a5de0852f4f4aa9efaa70d965cb2d,1,0.95
RD43ERDWLU6D,2022-06-07T14:40:03.735+00:00,*YELLEN HIGHLIGHTS AGAIN FED'S IMPORTANT ROLE IN INFLATION FIGHT,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;GOV;US;RIF;TRE;ECO;MSCINAMER;FINNEWS;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;6221366,1442491,yellen,0,1,bade567566344ae2abc3188e577442b3,0,0.95
KLSN5W0D9L35,2009-06-25T12:10:44.434+00:00,*DARLING SAYS HE AND MERVYN KING WORK `VERY CLOSELY TOGETHER',BNALL;BNSTAFF;BOE;BON;BUD;BUSINESS;CBM;CECO;CEN;ECO;ECOINDIC;ESCB;EUROPE;FIALL;FIASST;FISUB;FLASHG7;FRX;G10MEMB;G7ECOS;G7MEMB;G8;GBN;GEN;GLT;GOV;GOVMISC;HEADS;INF;INTERNAL;MARKETS;MISC;MMK;MSCIDVEUR;MSCIWORLD;RIF;SPREGIONS;UK;UKECO;WORLD,13391146;1711120,13391146,darling,0,1,7c389fa98316430f8c181f96a7be3384,-9999,1.0
PPE28FT0AFBH,2019-04-03T14:14:39.986+00:00,*KUDLOW SAYS HE WOULD LIKE FED TO TAKE BACK 50 BPS,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;MARKETS;GOV;US;USECO;EXE;POL;GOVMISC;CEN;RIF;FRX;CECO;ECO;MSCINAMER;FINNEWS;FED;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;G7ECOS;FIALL;MARKETS;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;POL;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BROKERLITE;FRX;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST,14009619;15038944,14009619,kudlow,1,1,3560c28e807341168412d017c5d1ec96,1,1.0
SXBZO5GAIWOW,2025-06-04T12:21:41.585+00:00,*TRUMP: POWELL MUST NOW LOWER THE RATE,BIZNEWS;ACEXCLUDE;HEADS;RLSHEAD;BIZNEWS;ACEXCLUDE;BONDWIRES;HEADS;MISC;EQUITYKEY;BGOVBILLGO;SRCRANK1;BGOVCODES;RLSHEAD,1252249;16448941,1252249,trump2,1,1,0a031b7cd5964313895632de9c728060,2,1.0
SUUXP6GAU58G,2025-04-17T10:12:42.531+00:00,*TRUMP: JEROME POWELL IS ALWAYS TOO LATE AND WRONG,FEDSPEAK;BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;GOV;US;EMU;USECO;GOVMISC;CEN;EUROPE;CECO;ECO;MSCINAMER;FINNEWS;FED;RLSHEAD;ECB;EU;FEDSPEAK;METALKEY;FEDSPKHEAD;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;EQTY;ESNEWS;USGOV;ACEXCLUDE;PLCYMAJOR;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;GOVPL;G7ECOS;FIALL;GOV;US;PLCY;REGIONFILT;EMEAREGION;CREDITKEY;EMU;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;IGO;DEVECO;OILKEY;CEN;G10MEMB;PLCYREGION;EUROPE;BROKERLITE;ESCB;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;RLSHEAD;ECB;NRGKEY;CMDGLOMAC;EU;G8;RATESKEY;FIASST,1252249;15046536;21188585,1252249,trump2,2,1,8259f48106b34c5089b8edfddcc1a30f,3,1.0
PVM44KT0AFB6,2019-08-02T13:57:56.270+00:00,*KUDLOW: MARKETS PREDICTING MORE FED RATE CUTS,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;BFWGOV;GOV;US;USECO;EXE;POL;GOVMISC;CEN;RIF;BFWDC;CECO;ECO;MSCINAMER;FINNEWS;FED;FIRSTWORD;BFW;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;G7ECOS;FIALL;MARKETS;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;POL;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BFWDC;BROKERLITE;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;CBRATES;BZNEWS;DC;FLASHG7;FED;MONETARY;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BON;BFW;G8;RATESKEY;FIASST,14009619;15038944,14009619,kudlow,1,1,755a4264087b414a94a1702875749799,1,1.0
PMX7Q2DWLU6A,2019-02-14T14:46:50.582+00:00,*KUDLOW SAYS HOPEFULLY NOW FED WILL STEP ASIDE,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;ASIAX;BUSINESS;HEADS;BFWGOV;GOV;US;NASIA;BRIC;EXE;RIF;BFWDC;MSCIEMAS;CHINA;ECO;MSCINAMER;FINNEWS;EM;FIRSTWORD;BFW;ASIA;TRD;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;ASIAX;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;BFWGOV;GOV;US;NASIA;REGIONFILT;CREDITKEY;BRIC;EXE;BGOVBILLGO;WORLD;FXKEY;DEVECO;G10MEMB;RIF;GEN;BFWDC;FWDCFOR;MSCIEMAS;CHINA;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;SPREGIONS;POLIRISK;EM;FIRSTWORD;BFW;RATESKEY;ASIA;TRD,14009619;6521193,14009619,kudlow,1,1,70ba48ec1e294045a5d62b3de684c006,0,0.9
PZVUKMDWRGG6,2019-10-24T14:21:58.435+00:00,*TRUMP SAYS FED SHOULD `IDEALLY' STIMULATE THE ECONOMY,BIZNEWS;MSCIWORLD;NORTHAM;FIN;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;BFWGOV;GOV;US;USECO;EXE;GOVMISC;CEN;RIF;BFWDC;CECO;COS;ECO;MSCINAMER;FINNEWS;FED;FIRSTWORD;BFW;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;FIN;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;G7ECOS;FIALL;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;WORLD;GOVMISC;FXKEY;INDUSTRIES;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BFWDC;BROKERLITE;CMDKEY;CECO;COS;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;MONETARY;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;RATESKEY;FIASST,1252249;1708206,1252249,trump1,1,1,7fff2f7069264854b1fa3f264de708ad,2,0.9
NLERHX6KLVRI,2015-03-18T12:46:45.555+00:00,*OSBORNE SAYS BOE REMIT WILL REMAIN 2% INFLATION TARGET,ACEXCLUDE;BFWEQ;BFWEU;BFWFI;BFWFX;BFWRATE;BFWRTEU;BGOVBILLGO;BIZNEWS;BON;BONDWIRES;BUD;BUSINESS;CBM;CECO;CMDGLOMAC;ECO;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLOBALMACR;GLT;GOV;GOVMISC;HEADS;INF;MARKETS;MONETARY;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;TAX;UK;UKECO;UKGOV;UKTRE;AGRKEY;BGOVCODES;CEN;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;ECOSTAT;FIALL;FIASST;FIRSTWORD;FISUB;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,0,1,15d9a4eb5853455b9867532e38e2e8f3,-9999,1.0
PLVKZNDWLU68,2019-01-25T07:04:35.328+00:00,*HAMMOND SAYS HE'LL CAST NET AS WIDE AS POSSIBLE FOR BOE CHIEF,BOE;BIZNEWS;MSCIWORLD;UKECO;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;MARKETS;GOV;GOVMISC;CEN;RIF;EUROPE;FRX;CECO;ECO;FINNEWS;EXCLUSIVE;BON;UK;MSCIDVEUR;METALKEY;BOE;BIZNEWS;MSCIWORLD;GLOBALMACR;ECOSTAT;UKECO;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;MARKETS;GOV;EMEAREGION;CREDITKEY;EQUITYKEY;AGRKEY;BGOVBILLGO;WORLD;GOVMISC;COMMONW;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;EUROPE;BROKERLITE;ECOINDIC;FRX;ESCB;CMDKEY;CECO;SRCRANK1;ECO;BGOVCODES;FINNEWS;EXCLUSIVE;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;BON;G8;UK;RATESKEY;MSCIDVEUR;FIASST,1645371;6397339,1645371,hammond,0,1,ba7939c038bb491ba43a886f84226059,0,0.95
MMMUF90D9L3Q,2013-05-11T11:54:45.906+00:00,*OSBORNE SAYS G-7 DISCUSSED MONETARY POLICY,BFWFX;BGOVBILLGO;BIZNEWS;BOE;BON;BONDWIRES;BUSINESS;CECO;CEN;ECO;ECOFI;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FLASHG7;FRX;FXKEY;FXMARKET;G7ECOS;G8;GLOBALMACR;GOV;GOVMISC;HEADS;MARKETS;MONETARY;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;ESCB;FIALL;FIASST;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,3400920;4149228,4149228,osborne,0,1,4108c220452240a1b17240f373f3139b,0,0.9
PJYMWGT0G1KW,2018-12-19T01:31:28.470+00:00,*TRUMP GIVES EXECUTIVE ORDER FOR FED GOVT TO CLOSE DEC. 24,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;HEADS;BFWGOV;GOV;US;EXE;RIF;BFWDC;MSCINAMER;FIRSTWORD;BFW;BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;G7MEMB;BONDWIRES;HEADS;MISC;BFWGOV;GOV;US;REGIONFILT;EXE;BGOVBILLGO;WORLD;DEVECO;G10MEMB;RIF;GEN;BFWDC;SRCRANK1;MSCINAMER;BGOVCODES;BZNEWS;DC;SPREGIONS;POLIRISK;FIRSTWORD;BFW,1252249;7564212,1252249,trump1,-9999,0,9094d5b189f3419888bfff33ae20e44c,-9999,0.9
SVY8RID2677K,2025-05-08T15:38:06.093+00:00,*TRUMP: EVERYONE IS CUTTING EXCEPT FED'S POWELL,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;BFWGOV;GOV;US;USECO;EXE;POL;GOVMISC;CEN;BFWDC;EUROPE;CECO;ECO;MSCINAMER;FINNEWS;FED;FIRSTWORD;BFW;UK;MSCIDVEUR;TRD;FEDSPEAK;METALKEY;FEDSPKHEAD;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;EQTY;USGOV;ACEXCLUDE;PLCYMAJOR;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;GOVPL;G7ECOS;FIALL;BFWGOV;POLI;GOV;US;PLCY;REGIONFILT;EMEAREGION;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;POL;WORLD;GOVMISC;COMMONW;FXKEY;IGO;DEVECO;OILKEY;CEN;G10MEMB;PLCYREGION;GEN;BFWDC;FWDCFOR;EUROPE;BROKERLITE;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;GCON;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;UK;RATESKEY;MSCIDVEUR;WEU;FIASST;TRD,1252249;22324244;15046536,1252249,trump2,2,1,9c646eb8a1ce4e16b039d6553c59d41e,2,1.0
N722KB6TTDSW,2014-06-12T12:26:35.799+00:00,*OSBORNE: BOE SHOULD NOT HESITATE TO USE NEW POWERS OVER HOUSING,BGOVBILLGO;BIZNEWS;BOE;BONDWIRES;BUSINESS;CECO;CEN;ECO;EQUITYKEY;EUROPE;FINNEWS;FLASHG7;FRX;FXKEY;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;MTGEKEY;POL;RATESKEY;RIF;SRCRANK1;UK;UKECO;UKGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;ESCB;FIALL;FIASST;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;SPREGIONS;WORLD,1711120;4149228,4149228,osborne,0,1,44586add15d34885ad8fdb3abecc0d3a,-9999,0.9
RWSVCVT1UM0X,2023-06-25T08:24:31.810+00:00,"*I FULLY SUPPORT THE BANK OF ENGLAND, PM RISHI SUNAK TELLS BBC",BIZNEWS;MSCIWORLD;UKECO;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;GOV;GOVMISC;RIF;EUROPE;CECO;ECO;FINNEWS;UKGOV;UK;MSCIDVEUR;METALKEY;BOE;BIZNEWS;MSCIWORLD;GLOBALMACR;EQTY;ECOSTAT;UKECO;ACEXCLUDE;PLCYMAJOR;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;UKPM;INF;MISC;GOVPL;G7ECOS;FIALL;GOV;PLCY;EMEAREGION;CREDITKEY;EQUITYKEY;AGRKEY;BGOVBILLGO;WORLD;BOESPEAK;GOVMISC;COMMONW;FXKEY;IGO;DEVECO;OILKEY;CEN;G10MEMB;RIF;PLCYREGION;EUROPE;BROKERLITE;ECOINDIC;ESCB;CMDKEY;CECO;SRCRANK1;ECO;BGOVCODES;FINNEWS;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;UKGOV;G8;UK;RATESKEY;PLCYEUR;MSCIDVEUR;WEU;FIASST,19081220;21204172,21204172,sunak,-1,1,016c5ccf40d44b2b89e95908283a44cf,-1,1.0
PV97HPDWRGG4,2019-07-26T14:41:49.800+00:00,*TRUMP SAYS 2Q GDP NOT BAD CONSIDERING `WEIGHT' OF FED,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;BFWGOV;GOV;US;USECO;EXE;GOVMISC;CEN;RIF;BFWDC;CECO;ECO;MSCINAMER;FINNEWS;FED;FIRSTWORD;BFW;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;G7ECOS;FIALL;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BFWDC;BROKERLITE;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;RATESKEY;FIASST,1252249;3104699,1252249,trump1,1,1,e64f268a9c0e453d8a8a650193eaa290,2,0.9
SUVJZAF2QVI8,2025-04-17T18:13:58.804+00:00,"*TRUMP: INTEREST RATES ARE PRETTY FLAT, SHOULD BE BETTER",REPPARTY;BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;HEADS;BFWGOV;GOV;US;EXE;BFWDC;MSCINAMER;FIRSTWORD;BFW;REPPARTY;BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;G7MEMB;BONDWIRES;HEADS;MISC;BFWGOV;GOV;US;REGIONFILT;EQUITYKEY;EXE;BGOVBILLGO;WORLD;DEVECO;G10MEMB;GEN;BFWDC;SRCRANK1;MSCINAMER;BGOVCODES;GCON;BZNEWS;DC;SPREGIONS;POLIRISK;FIRSTWORD;BFW,1252249;22647265,1252249,trump2,1,1,55bd1ca7de2447f79b53e0ec265bc5f9,1,0.95
MZWBXA6S972D,2014-01-24T08:07:58.470+00:00,*OSBORNE SAYS BOE HAS A WHOLE RANGE OF MACRO TOOLS,BGOVBILLGO;BIZNEWS;BON;BONDWIRES;BUSINESS;CBM;CECO;ECO;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLOBALMACR;GLT;GOV;GOVMISC;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;BGOVCODES;CREDITKEY;DEBTKEY;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;MISC;POLIRISK;RATESKEY;SPREGIONS;WORLD,3400920;4149228,4149228,osborne,0,1,6d5daea6212946868e5336ef72ee6236,0,1.0
