,suid,headline,timestamp_clean,relevant,hawk_dove,_reviewed,_untrained
1411,RL54HYDWRGG0,"*DALY: SYNCHRONIZED, UNCOORDINATED GLOBAL HIKES AMPLIFY EFFECTS",2022-11-10 11:29:58.473000-05:00,1,0,,
1412,LWGTQA1A1I4I,*FED'S LACKER `VERY COMFORTABLE' WITH LAST WEEK'S FOMC STATEMENT,2011-12-19 14:20:34.467000-05:00,1,0,1,
1413,QSLE9LDWRGG1,*FED'S KAPLAN TAKES PART IN A VIRTUAL DISCUSSION ON ECONOMY,2021-05-04 17:08:09.088000+00:00,0,,1,
1414,RBOH88DWRGG4,*FED'S WALLER: DEMAND FOR HOUSING IS STRONG AND SUPPLY IS SHORT,2022-05-10 17:43:20.898000+00:00,1,1,1,
1415,NKDO7W6JTSEB,"*YELLEN IS BALANCED THINKER ON MONETARY POLICY, BULLARD SAYS",2015-02-26 07:04:44.729000-05:00,0,,1,
1416,LAHZ1G1A1I4H,*LOCKHART SAYS CURRENCY CONSIDERATIONS NOT BIG FACTOR IN POLICY,2010-10-18 13:53:40.407000-04:00,1,0,1,
1417,PRV1GYT0AFB8,*EVANS: OUTSIDE CRITICISM OF DECISIONS IS PART OF POLICY MAKING,2019-05-21 11:24:34.591000-04:00,0,,1,
1418,O55DTP6K50Y0,*FED’S EVANS SAYS RATE HIKE TIMING WILL DEPEND ON DATA,2016-04-05 02:25:01.237000-04:00,1,1,,
1419,S3GJEHNQ43CW,*FEDERAL RESERVE CHAIR JEROME POWELL STARTS PRESS CONFERENCE,2023-11-01 14:30:17.591000-04:00,0,,1,
1420,M5GQNQ1A1I4L,*LOCKHART SAYS NOW FOMC INFORMATION SHOWS INDIVIDUAL FORECASTS,2012-06-11 13:16:38.966000-04:00,1,0,1,
1421,RPQ2VYT0AFB4,*POWELL: RESPONSIBILITY FOR EXCHANGE RATE RESTS WITH TREASURY,2023-02-07 13:19:10.451000-05:00,0,,1,
1422,R46BAMDWRGG0,*POWELL: WILL TURN TO BALANCE SHEET IN COMING MEETINGS,2021-12-15 15:23:10.095000-05:00,1,0,1,
1423,Q6SFYVDWRGG3,*ROSENGREN: NEED TO THINK ABOUT APPROPRIATE POLICY RESPONSE,2020-03-06 15:08:55.653000-05:00,1,-1,1,
1424,QZUO2MT0G1KZ,*POWELL: CHINA HAS VERY HIGH DEBT FOR AN EMERGING-MARKET ECONOMY,2021-09-22 15:13:34.781000-04:00,0,,1,
1425,RLCJMAT0AFB4,*BRAINARD: CRYPTO NEEDS TO BE UNDER REGULATORY PERIMETERS,2022-11-14 16:39:46.585000+00:00,0,,1,
1426,RHUNDPT0AFB4,*BRAINARD CITES ENERGY SHORTAGES IN EUROPE AFTER RUSSIA ACTION,2022-09-07 17:03:25.198000+00:00,0,,1,
1427,R3JQBNDWRGG5,*BULLARD: HOPE FED MEETINGS WILL BE LIVE FOR RATE HIKES SOON,2021-12-03 10:45:00.005000-05:00,1,1,,
1428,OCIOB76S972S,*KAPLAN: PATH OF FED RATE HIKES GOING FORWARD WILL BE FLATTER,2016-08-26 08:35:31.218000-04:00,1,0,,
1429,OZ7RS16S9729,*BULLARD: GOV. POWELL HAS BEEN A GREAT COLLEAGUE ON FOMC,2017-11-10 18:09:37.743000+00:00,0,,1,
1430,NLF93O6JTSEN,"*YELLEN SAYS FED SYSTEM IS WORKING, SEES NO NEED TO CHANGE",2015-03-18 15:07:00.327000-04:00,0,,1,
1431,OUORVI6KLVR4,*DUDLEY BACKS ANOTHER 2017 HIKE IF ECONOMY EVOLVES AS EXPECTED,2017-08-14 13:42:54.141000-04:00,1,2,,
1432,M1UQZ01A1I4X,*FED'S FISHER SAYS `WE'RE IN A MUCH BETTER POSITION' NOW,2012-04-02 08:35:24.590000-04:00,1,1,1,
1433,LCRL0N1A1I4R,*FISHER SAYS NO `PROBLEM BANKS' BORROWED FROM DALLAS FED,2010-12-01 19:33:59.395000+00:00,0,,1,
1434,S2SMC4NQ43D1,*HARKER:I'M NOT GOING TO REACT TO NORMAL VARIABILITY IN M/M DATA,2023-10-19 17:00:00.011000-04:00,1,0,1,
1435,NYSIV76S972C,*YELLEN: FED HAS BECOME MORE TRANSPARENT ABOUT ITS GOALS,2015-12-03 11:23:31.170000-05:00,0,,1,
1436,PB1GY8T25UKG,*BULLARD: MORE FED PRESS CONFERENCES MAY BOOST DATA DEPENDENCY,2018-06-28 11:13:20.600000-04:00,0,,1,
1437,RDXQ54T0G1L3,*POWELL: FED PIVOTED WHEN WE SAW SUPPLY-SIDE INF DIDN'T EASE,2022-06-23 10:41:28.631000-04:00,1,1,1,
1438,QLG6J6DWRGG5,*POWELL: INCREASE IN BALANCE SHEET HAS EASED FIN. CONDITIONS,2020-12-16 14:37:54.593000-05:00,1,0,1,
1439,R46B9PDWRGG1,"*POWELL: FOMC DISCUSSED BALANCE SHEET TODAY, NO DECISIONS",2021-12-15 15:22:37.275000-05:00,1,1,1,
1440,RIVFHADWX2PU,*BULLARD: CREDIBILITY OF INFLATION-TARGETING REGIME IS AT RISK,2022-09-27 09:43:58.682000-04:00,1,1,1,
1441,PNLCURT1UM16,*POWELL: WE'LL BE ANNOUNCING SOMETHING ON B/SHEET FAIRLY SOON,2019-02-27 10:40:03.899000-05:00,1,1,1,
1442,OVX78K6S9729,*MESTER SAYS GRADUAL PATH IN FED'S DOT PLOT IS ABOUT RIGHT,2017-09-07 17:31:00.001000+00:00,1,1,1,
1443,KWX6VH1A1I4Q,"*FOMC SAYS HOENIG DISSENTS, WAS AGAINST `EXTENDED PERIOD'",2010-01-27 14:16:29.851000-05:00,1,1,1,
1444,N2ZV636KLVRP,*CNBC SAYS PLOSSER CLARIFIES HIS FED FUND RATE '15/'16 FORECASTS,2014-03-25 09:37:15.513000-04:00,0,,1,
1445,P0AENV6S972L,*FED'S BULLARD: IDEAS BEHIND THE TAX BILL ARE GOOD ONES,2017-12-01 09:52:43.733000-05:00,1,0,1,
1446,PPSXJGDWLU6O,*BULLARD: RATE CUT WOULD NEED DOWNSIDE DEVIATIONS FROM FORECASTS,2019-04-11 11:00:00.015000-04:00,1,-1,1,
1447,LKQSX70S8Z66,*YELLEN SAYS OPEN CAPITAL MARKETS BRING HIGHER LIVING STANDARDS,2011-05-06 07:30:00.005000-04:00,0,,1,
1448,MAJLZ41A1I4I,*FED'S FISHER SAYS THERE'S A LOT OF MONEY SITTING ON SIDELINES,2012-09-18 07:16:16.851000-04:00,1,-1,1,
1449,KDKWFB0D9L38,*FED'S LACKER SAYS FED SHOULDN'T FINANCE ANY 'BAD BANK' PLAN,2009-01-16 19:21:11.190000+00:00,0,,1,
1450,P3JEUV6JTSEP,*KAPLAN SAYS CONCERNED TAX CUTS WILL LEAVE U.S. MORE LEVERAGED,2018-02-02 14:16:07.920000-05:00,1,0,,
1451,S5V7KYBKHDS0,*GOOLSBEE: PREPARED TO ADJUST POLICY IN CASE OF EXTERNAL SHOCK,2023-12-18 08:46:10.384000-05:00,1,-1,1,
1452,OLDF086TTDS1,*YELLEN LOOKS FORWARD TO WORKING WITH TREASURY ON REVIEW,2017-02-14 15:28:56.223000+00:00,0,,1,
1453,R86FLPT0G1L3,*POWELL: WE WANT TO LET BALANCE-SHEET SHRINKING GO IN BACKGROUND,2022-03-03 11:10:37.684000-05:00,1,1,1,
1454,O0UXPM6K50XY,*LACKER: U.S. STOCKS OVERREACTED IN 2015 TO CHINA'S EQUITY DROP,2016-01-12 15:46:34.666000-05:00,0,,1,
1455,Q6840ST1UM0W,*MESTER CITES FLIGHT TO QUALITY IN REFERENCE TO YIELD CURVE,2020-02-24 15:38:52.044000-05:00,1,0,1,
1456,LOA5HX1A1I4I,*BERNANKE SEES `GOOD DEAL OF FISCAL CONTRACTION' CURRENTLY,2011-07-13 12:22:45.097000-04:00,1,-1,1,
1457,NJ7C1V6TTDSU,*BULLARD SAYS EXACT DATE OF RATE LIFTOFF NOT REALLY A BIG DEAL,2015-02-03 10:22:43.870000-05:00,1,2,1,
1458,S2SBAC59E8LC,*POWELL: DON'T WANT TO SPECULATE ON NEUTRAL RATE IN FIVE YEARS,2023-10-19 12:32:36.065000-04:00,1,0,1,
1459,S2QGRLL9B2TC,*WILLIAMS: 'I'M NOT GOING TO DECLARE VICTORY' ON INFLATION YET,2023-10-18 12:35:45.471000-04:00,1,0,1,
1460,M73U4S1A1I4L,*NEW YORK FED SAYS ITS OFFICIALS MET WITH BBA ON LIBOR CONCERNS,2012-07-13 15:10:04.398000+00:00,0,,1,
1461,KZDZXX3T6SR0,*FED SAYS HOUSING STARTS ARE `FLAT AT A DEPRESSED LEVEL',2010-03-16 14:13:09.605000-04:00,1,-1,1,
1462,OPHT0A6K50Y3,*BULLARD: QUARTERLY MONETARY POLICY REPORT MAY AID COMMUNICATION,2017-05-05 14:36:10.369000-04:00,1,0,1,
1463,SANSSHKFCAO0,*POWELL: FED REMAINS SQUARELY FOCUSED ON ITS DUAL MANDATE,2024-03-20T18:31:29.179+00:00,1,0,1,
1464,S2GW6WBKHDS4,*HARKER: SHOULDN'T OVERREACT TO NORMAL VARIABILITY IN CPI DATA,2023-10-13 09:00:00.005000-04:00,1,0,1,
1465,LKQFIU0S8Z6A,*KOCHERLAKOTA SAYS FED BALANCE SHEET CUTS SHOULD BE `GRADUAL',2011-05-05 13:12:24.850000-04:00,1,1,1,
1466,S2BFYYD2BTHC,*BOSTIC: I DON'T THINK WE NEED TO INCREASE RATES ANYMORE,2023-10-10 09:54:34.534000-04:00,1,0,1,
1467,Q6F1WDDWX2QA,"*BULLARD: U.S. HOUSING HAS BOUNCED BACK, HELPED BY 2019 CUTS",2020-02-28 09:36:13.978000-05:00,1,0,,
1468,L5X7XF1A1I4I,*BERNANKE SAYS RISING U.S. DEBT ISN'T SUSTAINABLE OVER TIME,2010-07-21 14:41:39.711000-04:00,1,0,1,
1469,LISA5M1A1I54,*EVANS SAYS JAPAN WILL AFFECT GLOBAL SUPPLY CHAIN,2011-03-28 19:58:34.344000+00:00,1,0,1,
1470,MD4U5F0PLGR5,"*U.S. SEPTEMBER CONSUMER CREDIT RISES $11.36 BILLION, FED SAYS",2012-11-07 20:00:00.007000+00:00,0,,1,
1471,RXLGS3T0G1KW,"*US MAY CONSUMER CREDIT RISES $7.2 BILLION, FED SAYS",2023-07-10 15:00:03.675000-04:00,0,,1,
1472,RFOZWZT0AFB5,*POWELL: LIKELY ECONOMY HASN'T FELT FULL EFFECT OF RATE HIKES,2022-07-27 14:41:23.377000-04:00,1,0,,
1473,SB10XLL9B2TE,*FED'S WALLER: DATA WARRANT FEWER CUTS OR LATER START TO EASING,2024-03-27 18:00:00.007000-04:00,1,1,1,
1474,N7OSCJ6JTSES,*DUDLEY `NOT PESSIMISTIC AT ALL' REGARDING PUERTO RICO,2014-06-24 14:50:43.610000-04:00,1,0,1,
1475,RTBGNYT0AFB4,*FED'S BOSTIC FAVORS GOING ON HOLD AFTER DELVERING ONE MORE HIKE,2023-04-18 11:07:10.469000-04:00,1,2,1,
1476,NP2J506JIJUT,*BULLARD SAYS POLICY IMPLICATIONS SHOULDN'T BE DRAWN FROM PAPER,2015-05-28 13:00:00.013000-04:00,0,,1,
1477,PLDSVNDWLU68,*KASHKARI: MONETARY POLICY MEANT TO BE NON-POLITICAL,2019-01-15 11:38:11.755000-05:00,0,,1,
1478,LJN9YW1A1I4I,*KOCHERLAKOTA SAYS SAYS FED `EVENTUALLY' WILL `SELL OFF' ASSETS,2011-04-14 09:40:08.602000-04:00,1,1,1,
1479,S3GLB3D2677K,*POWELL: MUST TAKE ESTIMATES ON NEUTRAL RATE WITH GRAIN OF SALT,2023-11-01 15:11:27.048000-04:00,1,0,1,
1480,NZKU3W6K50Y2,*POWELL: SMALL RATE RISE WON'T HAVE MAJOR IMPACT,2015-12-18 18:19:08.625000-05:00,1,1,1,
1481,Q9KCN6T1UM12,*POWELL: HARD TO BE PRECISE ABOUT WHEN ECONOMY MIGHT REBOUND,2020-04-29 14:57:06.930000-04:00,1,-1,1,
1482,NDV45I6TTDSN,*FED BOARD BACKS RISK RETENTION RULE AFTER YELLEN POLLS MEMBERS,2014-10-22 20:12:54.911000+00:00,0,,1,
1483,MN7PE81A1I4I,*FISHER SAYS ANSWER ON WHEN TO DIAL BACK QE DEPENDS ON ECONOMY,2013-05-22 14:15:44.483000-04:00,1,0,1,
1484,LKO8IZ1A1I4H,*ROSENGREN SAYS FED WOULD NEED TO REACT TO SURGE IN BANK LENDING,2011-05-04 08:40:11.050000-04:00,1,0,1,
1485,ODVBLQ6K50YB,*YELLEN: RANGE OF OPINIONS ON TIMING FOR RATE HIKE,2016-09-21 15:03:26.743000-04:00,1,1,,
1486,MR83XQ1A1I4J,*FISHER SAYS FED MAY CUT PURCHASES IF ECONOMIC DATA ALLOW: HB,2013-08-08 13:44:14.515000-04:00,1,-1,1,
1487,OE84566JTSFV,"*WALL STREET PAY RULE A PRIORITY, YELLEN SAYS",2016-09-28 16:51:06.992000+00:00,0,,1,
1488,M579SG1A1I4I,*LOCKHART SAYS FOMC HAS `DISCUSSION AND DEBATE',2012-06-06 10:33:52.091000-04:00,1,0,1,
1489,PENGYNT0G1KW,*EVANS: TAILWINDS MAY PROMPT FED TO TIGHTEN SOMEWHAT FURTHER,2018-09-06 20:01:35.748000+00:00,1,2,1,
1490,P7CAF56TTDS4,*EVANS: FOMC CAN HIKE RATES GRADUALLY WHILE MONITORING INFLATION,2018-04-17 13:40:00.005000-04:00,1,1,,
1491,S1ASTTF2QVI8,*POWELL: COMING TO THIS W/ ECONOMY THAT HAS SIGNIFICANT MOMENTUM,2023-09-20 15:01:05.643000-04:00,1,1,1,
1492,R7AR99DWRGG3,"*BULLARD: INITIAL RATE HIKES, BAL-SHEET RUNOFF RELATIVELY CHEAP",2022-02-14 08:39:09.730000-05:00,1,0,,
1493,NBEI4G6VDKHW,*POWELL SAYS FED COMMUNICATIONS COMMITTEE `JUST GETTING STARTED',2014-09-04 23:48:16.408000+00:00,0,,1,
1494,PG1EQXT0AFB7,*FED'S MESTER: PACE OF RATE HIKES TO DEPEND ON INFLATION,2018-10-03 15:16:00.001000-04:00,1,1,,
1495,LKBRGN1A1I4I,*BERNANKE SAYS FED `ADMIRING' OF JAPANESE RESPONSE TO CRISIS,2011-04-27 19:00:23.320000+00:00,0,,1,
1496,SBH70ONQ9PMO,"*LOGAN: NO URGENCY RIGHT NOW FOR FED TO CUT, WE HAVE TIME",2024-04-05 11:29:12.049000-04:00,1,0,,
1497,P8KCU4T1UM10,*BULLARD: DON'T RAISE FED RATES AND RISK INVERTING YIELD CURVE,2018-05-11 08:30:00.004000-04:00,1,0,1,
1498,QH69VNT0AFB4,*FED'S EVANS: MORE FISCAL RELIEF NEEDED TO LIMIT FUTURE DAMAGE,2020-09-24 17:05:00+00:00,1,-1,1,
1499,S3GLS2L9B2TC,*FEDERAL RESERVE CHAIR JEROME POWELL ENDS PRESS CONFERENCE,2023-11-01 15:21:38.234000-04:00,0,,1,
1500,OUIY506S9728,*FED'S KAPLAN SAYS CONCERNED ABOUT DEFICIT-DRIVEN TAX CUTS,2017-08-11 10:12:36.152000-04:00,1,0,,
1501,SANUDL598MBK,*POWELL: ONE REASON TO SLOW ASSET RUNOFF IS TO AVOID TURBULENCE,2024-03-20T19:05:45.801+00:00,1,-1,1,
1502,O48P0B6JTSF7,*ROSENGREN: U.S. BANKS BOOSTED CAPITAL WHILE EXPANDING LENDING,2016-03-18 11:00:00.021000-04:00,0,,1,
1503,MKR3UG1A1I4I,*YELLEN SAYS `WOMEN ARE GETTING AHEAD' IN ECONOMIC PROFESSION,2013-04-04 18:01:28.218000-04:00,0,,1,
1504,KPOEWS0S8Z60,*EVANS SAYS FED INDEPENDENCE IMPORTANT TO ENSURING STABLE PRICES,2009-09-09 08:00:00-04:00,0,,1,
1505,PG1HENT2H340,"*POWELL: PHILLIPS CURVE MIGHT BE RESTING, NOT GONE AWAY",2018-10-03 16:11:11.785000-04:00,0,,1,
1506,PUWP7BDWRGG1,*ROSENGREN: LOOKING FOR EVIDENCE OF A SLOWDOWN AND NOT SEEING IT,2019-07-19 16:35:35.724000-04:00,1,1,1,
1507,S3GKZP59E8LC,*POWELL: BANKING SYSTEM IS `QUITE RESILIENT',2023-11-01 15:04:37.749000-04:00,1,1,1,
1508,S2BO21598MBN,*WALLER REITERATES FED COMMITMENT TO 2% INFLATION TARGET,2023-10-10 13:30:00.006000-04:00,1,1,1,
1509,S4XVP1NQ43D0,*FED’S DALY SAYS ‘NOT THINKING’ ABOUT RATE CUTS AT ALL RIGHT NOW,2023-11-30 09:00:00.004000-05:00,1,0,1,
1510,S2STG0NQFBWG,*FED'S LOGAN SAYS SHE IS NOT THINKING ABOUT RATE CUTS RIGHT NOW,2023-10-19 19:04:48.409000-04:00,1,0,1,
1511,S49X9HNQFBWG,*COLLINS: NEED TO WATCH RENT INFLATION IN PARTICULAR,2023-11-17 10:20:05.162000-05:00,1,1,1,
1512,M5XHSX1A1I4I,*BERNANKE SAYS PROLONGED OPERATION TWIST A SUBSTANTIVE STEP,2012-06-20 14:24:33.961000-04:00,1,0,1,
1513,S355BUNQ9PMO,"*CITIGROUP'S 2015 ENFORCEMENT ACTION TERMINATED, FED SAYS",2023-10-26 15:00:00+00:00,0,,1,
1514,KQRD7A1A1I4S,*FED'S PLOSSER SAYS REGULATORY ENVIRONMENT `UP IN THE AIR',2009-09-30 00:25:58.470000+00:00,0,,1,
1515,PQU7C1707QXB,*FED SAYS IOER MOVE INTENDED TO KEEP FUNDS RATE IN TARGET RANGE,2019-05-01 14:00:01.231000-04:00,0,,1,
1516,S5PN36NQFBWG,"*FED'S WILLIAMS: ""WE AREN'T REALLY TALKING ABOUT RATE CUTS"" NOW",2023-12-15 08:35:30.426000-05:00,1,1,1,
1517,LKBQVD1A1I4I,*BERNANKE SAYS QE BROUGHT SAME RESULTS AS CUTS IN MAIN RATE,2011-04-27 14:47:37.563000-04:00,1,0,,
1518,PNLEROT0AFBK,*POWELL: VERY IMPORTANT PUBLIC UNDERSTAND FED IS NON-POLITICAL,2019-02-27 16:21:24.960000+00:00,0,,1,
1519,M064JT2CA2OI,*FED SAYS MANUFACTURING EXPANDED AT `STEADY PACE' NATIONWIDE,2012-02-29 14:00:00.027000-05:00,1,1,1,
1520,R7THFEDWX2PX,"*BOSTIC: SEES SUPPLY CHAIN, LABOR-SUPPLY ISSUES AS RISKS",2022-02-24 11:21:14.524000-05:00,1,1,1,
1521,R0YX5JDWX2PY,*FED'S BULLARD TAKES PART IN VIRTUAL EURO 50 GROUP EVENT,2021-10-14 12:53:43.411000+00:00,0,,1,
1522,NZGW9RSYF01U,*YELLEN: FAR MORE RESILIENT FINANCIAL SYSTEM NOW THAN PRE-CRISIS,2015-12-16 15:15:27.595000-05:00,1,1,1,
1523,OG10O03T6SR3,*FED SAYS GEORGE AND MESTER DISSENT IN FAVOR OF RATE HIKE,2016-11-02 14:00:00.358000-04:00,1,0,,
1524,OE8JIU6KLVRS,*FED'S MESTER SAYS NOVEMBER FOMC `IS A LIVE MEETING' TO HER MIND,2016-09-28 18:30:00.008000-04:00,1,2,1,
1525,KF9YP50D9L38,"*BERNANKE SAYS FED EXPECTS AMPLE SALES OF MUNIS, STATE DEBT",2009-02-18 13:43:53.800000-05:00,0,,1,
1526,O7PK976K50ZE,"*BULLARD SAYS JUNE, JULY RATE HIKE NOT SET IN STONE: CNBC",2016-05-24 21:03:07.611000-04:00,1,1,,
1527,LMSKYA0M5ULE,*BERNANKE SAYS DEBT LIMIT `WRONG TOOL' TO FORCE BUDGET CUTS,2011-06-14 14:30:00-04:00,1,0,,
1528,KOQBMO0WGOIG,*BERNANKE SAYS GLOBAL ECONOMY STARTING TO EMERGE FROM RECESSION,2009-08-21 10:00:00.010000-04:00,1,0,1,
1529,S1ATA459E8LC,"*POWELL: ENERGY PRICES ARE IMPORTANT, CAN AFFECT CONS SPENDING",2023-09-20 15:10:52.609000-04:00,1,-1,1,
1530,OLDFAW6K50XS,*YELLEN SAYS FINANCIAL SYSTEM MUCH MORE RESILIENT,2017-02-14 15:35:20.270000+00:00,1,0,,
1531,S9MLRBNQFBWG,"*BOSTIC: ECONOMY ON GOOD TRAJECTORY, WILL TAKE TIME TO NORMALIZE",2024-02-29T16:28:23.192+00:00,1,1,,
1532,O7C1U16JTSEA,"*KAPLAN: FED TO BE PATIENT, CAUTIOUS, GRADUAL WITH RATE HIKES",2016-05-17 13:56:25.231000-04:00,1,1,,
1533,QR9FDST1UM0Y,*TRUMKA SAYS FED'S POWELL ‘MASTERFUL’ AT STEERING ECONOMY,2021-04-08 19:27:28.724000+00:00,0,,1,
1534,S3JX42NQ43CW,*BARKIN: WON'T PREJUDGE WHETHER FED WILL HOLD INTEREST RATES,2023-11-03 10:19:14.319000-04:00,1,0,1,
1535,QSAEBQT0AFB8,*POWELL: TRANSITORY RISE OF INFLATION WON'T WARRANT RATE HIKE,2021-04-28 14:35:50.970000-04:00,1,0,,
1536,PA9ZQET25UKG,*POWELL: WOULD LIKE TO SEE MARIJUANA ISSUES CLARIFIED,2018-06-13 19:06:14.724000+00:00,0,,1,
1537,KZDZXX0UQVIP,*FED SAYS BUSINESS SPENDING `HAS RISEN SIGNIFICANTLY',2010-03-16 14:13:09.391000-04:00,1,1,1,
1538,REZDBHT0G1KW,*MESTER: TIGHTENING HAS TO BE VERY DELIBERATE AND INTENTIONAL,2022-07-13 18:33:17.868000-04:00,1,1,1,
1539,KYO6YZ1A1I4J,*KOCHERLAKOTA SAYS FED HAS `LEARNED FROM OUR MISTAKES',2010-03-02 14:47:23.746000-05:00,1,0,1,
1540,PUFKB3DWRGG5,"*POWELL: FACEBOOK'S LIBRA RAISES SERIOUS CONCERNS, CITES PRIVACY",2019-07-10 14:30:39.642000+00:00,0,,1,
1541,M3VK511A1I4J,*FED OFFICIALS SAID TO SEEK MORE INFORMATION ON JPMORGAN TRADE,2012-05-11 20:12:37.210000+00:00,0,,1,
1542,PJABBTDWLU69,*QUARLES: FED EASING REGULATIONS FOR SMALL AND REGIONAL BANKS,2018-12-06 01:12:43.123000+00:00,0,,1,
1543,P43Y2D6JTSEA,*FED'S MESTER SAID AMONG CONTENDERS FOR FED VICE CHAIR: WSJ,2018-02-13 16:23:01.474000-05:00,0,,1,
1544,P5YEA46TTDS0,*POWELL: TODAY'S RATE HIKE ANOTHER STEP IN GRADUAL PROCESS,2018-03-21 14:34:52.345000-04:00,1,2,,
1545,S2SKL4NQFBWG,*ATLANTA FED CHIEF RAPHAEL BOSTIC: INFLATION IS JOB ONE FOR NOW,2023-10-19 16:00:00.004000-04:00,1,1,1,
1546,RU742CT1UM0W,*BULLARD: ECONOMY DOING WELL AND LOAN PORTFOLIOS ARE PAYING,2023-05-05 13:18:12.802000-04:00,1,1,1,
1547,L995CG0S8Z6N,*FED'S DUKE CALLS FOR REVIEW OF RULES ON MORTGAGE DICLOSURE,2010-09-24 13:00:00+00:00,0,,1,
1548,SBFJPFKFCAO0,*KASHKARI: QUESTION OF WHY CUT RATES IF ECONOMY REMAINS STRONG,2024-04-04 14:08:03.036000-04:00,1,1,1,
1549,OV5GDF6KLVR4,"*SHALE, AFRICAN DRILLERS OFFSET OPEC-LED CUTS: KAPLAN",2017-08-23 13:53:39.611000-04:00,0,,1,
1550,LU1Q601A1I4I,*BERNANKE: FED ULTIMATELY WANTS TREASURIES-ONLY PORTFOLIO,2011-11-02 14:32:24.499000-04:00,0,,1,
1551,SANRC1TP3SID,*FED SAYS FOMC VOTE UNANIMOUS,2024-03-20T18:00:01.171+00:00,0,,1,
1552,KG1KH10D9L35,*KOHN SAYS FED IN SEPTEMBER BELIEVED AIG TROUBLE WAS SHORT-TERM,2009-03-05 11:29:25.600000-05:00,1,0,1,
1553,PWYVVXT1UM10,*FED'S DALY SAYS CONVINCED FORWARD GUIDANCE IS EFFECTIVE TOOL,2019-08-28 18:02:21.607000-04:00,1,0,1,
1554,PUWPOTDWRGG0,*ROSENGREN: I DON'T WANT TO EASE IF ECONOMY DOING PERFECTLY WELL,2019-07-19 16:46:05.115000-04:00,1,1,1,
1555,KI2UGP0D9L35,*FISHER WAS REFERRING TO INFLATION DATA DUE THIS WEEK,2009-04-14 02:10:01.870000-04:00,1,0,1,
1556,S8LQIS598MBK,"*BOSTIC: FED IS APOLITICAL, WILL DO WHAT IS RIGHT FOR AMERICANS",2024-02-09 13:40:04.894000-05:00,1,0,1,
1557,S5X4NENQ9PMO,"*BARKIN: SEP IS NOT FORWARD GUIDANCE, IT'S JUST A FORECAST",2023-12-19 09:38:02.744000-05:00,1,0,1,
1558,RDW4PLT0G1KY,*EVANS: DON'T THINK 100BP FED RATE INCREASE IS NECESSARY,2022-06-22 14:15:00.001000-04:00,1,1,1,
1559,RXL7EBT0G1KW,*MESTER: DON'T THINK RATES ARE THAT RESTRICTIVE SO FAR,2023-07-10 11:37:23.237000-04:00,1,0,1,
1560,QMGUVGDWX2Q3,*MESTER: NEED MORE WORK ON MONITORING NON-BANK FINANCIAL ISSUES,2021-01-05 10:01:00.005000-05:00,1,0,1,
1561,QDKLHAT0G1L2,*ATLANTA FED BOSTIC: NOT FEASIBLE TO KEEP ECONOMY CLOSED FOREVER,2020-07-16 12:22:22.620000-04:00,1,0,1,
1562,LSYSWE1A1I4I,*PIANALTO SAYS FED SHOULD HAVE DONE SOME THINGS DIFFERENTLY,2011-10-12 14:05:02.404000-04:00,1,0,1,
1563,M4J0IN1A1I4I,*DUDLEY TELLS CNBC HE DOESN'T SEE NEED FOR EASING NOW,2012-05-24 08:11:11.687000-04:00,1,0,1,
1564,PSBQG8DWLU6I,"*CLARIDA: ECONOMY IN `VERY GOOD PLACE,' FISCAL POLICY SUPPORTIVE",2019-05-30 12:00:00.006000-04:00,1,1,1,
1565,LN7F8O1A1I4I,*BERNANKE SAYS FED KEPT WELL INFORMED ON EUROPE DEVELOPMENTS,2011-06-22 14:26:49.019000-04:00,0,,1,
1566,PL2M35DWRGG3,*CHICAGO FED'S EVANS SAYS INFLATIONARY PRESSURES ARE NOT EVIDENT,2019-01-09 10:45:00.002000-05:00,1,-1,1,
1567,MUIOV26KLVS5,*SENATOR CORKER SAYS YELLEN LIKELY TO BE CONFIRMED AS FED CHIEF,2013-10-11 14:33:02.672000-04:00,0,,1,
1568,S4WDXRD2677K,*FED'S MESTER: POLICY 'IN A GOOD PLACE' TO ASSESS INCOMING DATA,2023-11-29 13:45:00.006000-05:00,1,0,1,
1569,S22DD559E8LC,*DALY: WE DON'T KNOW IF NEUTRAL RATE HAS RISEN,2023-10-05 12:19:54.002000-04:00,1,0,1,
1570,RPODZ0T1UM0W,*FED'S BOSTIC: JOBS DATA RAISES POSSIBILITY OF HIGHER PEAK RATE,2023-02-06 15:30:00.005000-05:00,1,2,1,
1571,Q5I7C6DWRGG7,*DALY: PAST EXPERIENCE OF VIRUSES IS THEIR IMPACT IS TRANSITORY,2020-02-10 21:15:00.003000+00:00,1,0,1,
1572,LUAZJP0M5UL7,*FED SAYS FEWER BANKS EASED TERMS ON COMMERCIAL LOANS IN 3RD QTR,2011-11-07 14:00:00-05:00,0,,1,
1573,PFXGA2T25UKG,*KASHKARI: I HOPE I'M AT THE FED FOR A LONG TIME,2018-10-01 11:56:26.019000-04:00,0,,1,
1574,LYDDQN1A1I4K,*BERNANKE: FED TO SUMMARIZE FOMC VIEW ON BALANCE SHEET IN FEB.,2012-01-25 14:49:35.299000-05:00,1,0,1,
1575,RUEKI1DWRGG4,*WILLIAMS: SOME CREDIT TIGHTENING GOES BEYOND FED'S RATE HIKES,2023-05-09 14:21:00.004000-04:00,1,1,,
